,text,labels
20013,hello new follower lang po tweet meet,1
20014, way home seeing rodney atkins concert love thanks bob,1
20015,mm cold shadow anyway ooh monday,1
20016, hate packing,0
20017, indeed lovely evening far quickly got home 1115 end coffee bed morning,1
20018, hate different referenced assemblies nh goes castle 11 caliber 103 mention dynamicproxy ns,0
20019, suppose best get ready work gray,1
20020,aaa windows open,0
20021,happy mothers day hugo love zoe,1
20022,raining belfast promised would clean windows today back bed,1
20023,missing tim,0
20024,happy mothers day moms,1
20025, sorrow linking park,1
20026,sleep time biglittle lunch tomorrow olive garden,1
20027,thinks may broken nose show,0
20028,yep tail legs,0
20029, drill sergeants voice everybody wake flickr everyone lights 500 est rise shine sketches lol j,0
20030, returned huntsville saw sam houston grave went prison museum ate chocolate dipped strawberries,1
20031, feel really bad sorry,0
20032,moe well stalkersaturday,1
20033,thanks love,1
20034,ill get new laptop 10 days excited dell inspired core2duo 20gz 4gt dr2 250gt 156 inches screen,1
20035,theres air,1
20036, monday end weekend escape wish good week,1
20037,img someone left voicemail work ff let day,1
20038,page www hey didnt know ol im sick outside,0
20039,device picked sitter weekend,1
20040,wish could via funeral yesterday perfect best day life,1
20041, got little much sun today,0
20042, jokes love magically,1
20043,www bad wont id entertain thought entering,0
20044,broke gorilla pod think one lego knight lost helmet,1
20045,getting ready meet laura training even im sick,1
20046, wa pets good news owners bad news people w allergies needed fly less sad many know,1
20047,happy mothers day kai,1
20048,hummmmm oh miss much really hope nice friends like us,1
20049,loves listening people practising piano downstairs,1
20050,basically ive listened miley cyrus fourteen hours love,1
20051,isnt podcasting gear got biotech,1
20052,cool good know,1
20053, right thing though fridge vegetables go die,1
20054,proudly watching film,1
20055, go twitter oh basis,1
20056,oh hate friday evening,0
20057, apologies impersonal f swamped today great people great follows though cant go wrong folks,1
20058,follow please de,1
20059,reagan michelle one u need would say cater 2 u didnt produce,1
20060,44 thanks bit comfort zone fun,1
20061, klaudines,1
20062,happy mothers day beautiful sums,1
20063, think time take shower get ready day hope go shopping mason today want new clothes,1
20064,yay made first sale redbubble makes happy,1
20065, kidding dont go around quoting,1
20066,oh miss piano,0
20067, found baby cousin gon na dad least hes married already everybody getting married kids,1
20068,posting blogspot,1
20069,still news roomhowever audio turn around grabbed tea looking forward 1 get rain,1
20070,praying love lap dance paying ninety one far songs,1
20071,cheers wish fonts play,1
20072, pleasure cant mom mothers day spread love,1
20073,summit one tweet september noodles also taken,0
20074,thats good attitude,1
20075,whenever mama lets,1
20076, classes students gon na miss,0
20077,mary hates want walmart bueno one wants go,0
20078, idiots ok mostly skin hell could done something,0
20079, case going exams showing thing two im much hopeful november 09 though,1
20080,oh would def give 2 u kenyattas cam mine say want pic 2,0
20081,happy mothers day justin timberlake version mothers day gift funny,1
20082,cool big user de though,1
20083, breaking hot humid today,0
20084,im u need vent,1
20085, think might fall love hoon boys flower,1
20086,thanks add ill try signing later get home still luck ill email someone,1
20087,perth awesomelove top gearwhos favouritegot admit soft spot captain slow,1
20088,waiting landlord come see shower,1
20089,hhh yea film one longgggg time any1 summa summa,1
20090, great curlupinaballandread later wish book,1
20091,haha yeah see cant twitter back,1
20092,dï¿½a sin sol grrrrrrr ï¿½why ï¿½why,1
20093, dont dig emo like song sorry demos,1
20094, hanging rookies odore 4 gentlemen live great people good talk discussing boy issues,1
20095,agree facehunter embarrassing representation compare sweden look like born stylish,1
20096,es gng sophmore college guez cant get job cause everyone thinks im fifteen,0
20097, back park,1
20098,another nice day working godric today walk enjoy weather,1
20099,thinking twitter really quite born,0
20100,winter flu twitter bogies get noticed haha love move,1
20101,good night twitter people,1
20102, hate bf beats da dogs guess way teach pits,0
20103,boystown ill leave eastwood 3hours,1
20104,happy morning everyone,1
20105,ooh good im starting hardest one gon na day ive locked door im leaving food toilet x,1
20106,wishes people wouldnt stubborn sometimes,1
20107, filled forms stop contributing retirement account set employer pay credit card,1
20108, thought ur going somewhere thats didnt invite u,1
20109,tax reply myspace,1
20110,int lovely int beautiful sorry steve youre really position make judgement steviewonder,0
20111,c sounds good maybe player quotes photos etc im living atm would love bits pieces mdy sun,1
20112,awesome night city,1
20113,heading yale grandmother car accident,0
20114,luv one aquestionwhy isnt full moon crazy tour date toronto,1
20115,gh hate bad grades 1st time ive ever failed class b b w like,0
20116,chiller cola waiting start watching pacquiao rerun,1
20117,got clean bathroom today,1
20118,new top,1
20119,haha thanks listening rant nothing good night,1
20120,left due outoffocus projection hopefully complaints theater management get fixed everyone else still,1
20121,arrggghhhdang post office get package yet may wait tomorrow,0
20122,note worry possibility im worried goo design personal taste actually,0
20123, study according notes copy fine,1
20124,thankyou 3 iloveyoutwoooo,1
20125,contrast dress good luck sa interview,1
20126,road trip cindy limb store,1
20127,uptake think 23 get confused easy tho ol hope two stopped following 2 know one already,1
20128,follow dont know one send px dont get hopes may sen,0
20129, sad yo hear ashleycat,0
20130,ok got ta get sub everyone wakes,1
20131,dont worry happy ryan,1
20132, best vanilla memory sharffenberger factory gift shop sure get,1
20133, got went outside planted flowers watched lee evans dvd knew bank holidays fun,1
20134,ughhhhmad ppl make times dont like 2 2 lucky things cut 2 deal w stufppls tears kill,0
20135, wish could really love u around ill see try use national champ pull lol,1
20136,listening fountain youth superstition ive feeling music days,1
20137,im bonding slowly surely im bonding want scratch hair im allowed,0
20138, good,0
20139,sentences esta perdonada torque sigue tom conrad know made awesome,1
20140, need check os loc allowed sleep dont remember mention sleep,1
20141,im mcdonalds eating chicken nuggets kid embarrassed dropped soda haha fell tray lol,0
20142,aaa thats sweet girl friends got drag hobbies without unless beer log,1
20143,happy mothers day mummy love xo,1
20144,great lunch baby bulls time work til 930,1
20145, going see ill uncle saturday night house even bad news come,0
20146,paper nice iphone,0
20147, internet wtf think im gon na sleep afterward internet driving crazy,0
20148,guez 15 years think would checked years ago,0
20149, saw shooting star made wish,1
20150,lunch boring driving school today gh hope better mr odd,0
20151,last day adobe buyout registered online tech writing course,1
20152, wan na see jonas brothers concert,1
20153, body tom navy voodoo child rogue traders 0405 good memories songs,1
20154,ive fan years inspiration truly idol best wishes,1
20155,od school gng uk next year,0
20156,still raining bay forget sunshine looks like,0
20157, guys dead cant load,0
20158,err turn optimized css caching deploy thing hear youre saying,1
20159,sunday morning realised im film snow said sn entertainment,1
20160,haha yes hard work didnt get home 300 like sleep haha,1
20161,last day dijon,1
20162,happy mothers day im beach family warm clear night beautiful full moon,1
20163,dont ignore,1
20164,head pounding well really pounding like tapping suppose homework time,0
20165,herman middleclick addictive say,1
20166, concert cant go due trials,1
20167,ol ne saw show claimed figured id try get menmedia stats,1
20168,im pretty sure bum shape still imprinted,1
20169, mum really happy pretty small present oh wow tomorrow test one presents one pasta receives,1
20170, cant believe monday already week vancouver already gone good weekend,1
20171, dont wan na go work,0
20172, girls make single twin twin good hit bb,1
20173,perfect thank enjoy sunday work,1
20174,thats bad start day,0
20175,take back insulted,0
20176,challenge love miss,0
20177, ready summer,1
20178,haha nice ring lets get used ok iloveyoutoo,1
20179,haha tell ive feeling everyday week,1
20180,google away,1
20181,haha love,1
20182, like button going august 7th concert hurts feeders,1
20183,massive morning im stuffed,1
20184, debating giving twitter proper go try understand,1
20185, way nottingham dont want going,0
20186,pass warn b4 u go nxt war fun,1
20187, think world hannah montana set im missing tennessee alt today,0
20188, trouble starship troopers mean great big pink bug,0
20189,yup hacks fun quick video made ill follow done,1
20190, hard weekend much alcohol weinfest,0
20191,im okay ima go park play ball best moods got stress relieve,1
